Timing,Course Name,Class & Program,Room No.,UMS Class  No.,Teacher,Day 
"1:00 PM
 to
 2:15 PM","Data Structure (Lab) Only Saturday
11:30 am to 2:15 pm",BSCS-1,MTL-4,96044,Ms. Solat Jabeen,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved,,AUDITORIUM,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved,,EVENT HALL,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MAC-1,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MAC-2,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MAC-3,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Corporate Law,BSAF-4,MAC-4,71297,Dr. Huma Sodher,Friday/Saturday
"2:30 PM
to 
3:45 PM",,Reserved for MS IBF Only Sat,MAC-5,,,Friday/Saturday
"2:30 PM
to 
3:45 PM","Recruitment & Selection Tech    Sat Only
2:30 pm to 3:45 & 4:00 to 5:15 pm",MGT-E,MAC 6,75357,Ms. Nida Nasir,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MAC-7,,,Friday/Saturday
"2:30 PM
to 
3:45 PM","Production and Operations Management        Sat Only 
2:30  to  3:45 & 4:00 to 5:15 pm",BBA-6,MAC-8,75355,Mr. Khusrow M Uzair,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate Programs ,,MAS-1,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate Programs ,,MAS-2,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved by SND,,MAV-1,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MAV-2,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCC-09,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCC-10,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCC-11,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MCC12,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for UMS training for Faculty ,,MCC-13,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MCC-14,,,Friday/Saturday
"2:30 PM
to 
3:45 PM","Web Based Application Development  Only Friday
from from 2:30 to 5:15 pm ",CS Elective,MCC-15,95937,Mr. Sami Ul Ahbab,Friday/Saturday
"2:30 PM
to 
3:45 PM","Computer Architecture and Assembly Language (Lab) Only Friday 
from 2:30 to 3:45 & 4:00 to 5:15 pm 
Application for Mobile Devices Only Saturday
from 2:30 to 5:15 pm  
","BSCS-4
",MCL-1,"95912
95974","Ms. Mehwish Zafar
Mr. Rao M. Noman
",Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate ,,MCL-2,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Essential Software (Only Saturday 2:30 to 3:45 & 4:00 to 5:15),BSAF,MCL-3,95868,Dr. M Yousuf Tufail,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCS-3,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCS-4,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for MBA Executive,,MCS-5,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate ,Reserved MSCDS,MTC 16,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate ,MS IBF,MTC-17,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-18,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-19,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Speech Communication,BSCS-2,MTC-20,95975,Ms. Rabia Saadi,Friday/Saturday
"2:30 PM
to 
3:45 PM",,MSCS/DS,MTC-20A,96033,Mr. Shahab,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-21,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Theory of Automata        ,BSCS-4,MTC-22,96062,Dr. Imran Rauf,Friday/Saturday
"2:30 PM
to 
3:45 PM","Parallel and Distributed Computing  Only Friday 
from 2:30 to 3:45 pm & 4:00 to 5:15 pm  (Tentative)",BSCS-6,MTC-23,96004,Dr. M. Saeed,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-24,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC 25,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-26,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-27,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-28,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTC-29,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTS 6,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",,,MTS 7,,,Friday/Saturday
"2:30 PM
to 
3:45 PM",Reserved for Graduate Programs ,,MTS 8,96041,,Friday/Saturday
"2:30 PM
to 
3:45 PM","Parallel and Distributed Computing (Lab)  Only Saturday 
from 2:30 to 3:45 pm & 4:00 to 5:15 pm (Tentative)",BSCS-6,MTL-4,96004,Dr. M. Saeed,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved,,AUDITORIUM,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved,,EVENT HALL,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Analysis of Pakistani Industries,BBA-4,MAC-1,75354,Mr. Muhammad Umer Saeed,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Statistical Inferences ,BSECO - 4,MAC-2,96177,Dr. Syed Akhter Raza,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Graph Theory,Math Elective,MAC-3,96032,Dr. Nazish Kanwal,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Corporate Law,BSAF-4,MAC-4,75869,Dr. Huma Sodher,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Financial Accounting,BSAF-2,MAC-5,96120,Ms. Annie Ahmed ,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved,,MAC 6,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved,,MAC-7,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved,,MAC-8,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for Graduate Programs ,,MAS-1,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for Graduate Programs ,,MAS-2,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MAV-1,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MAV-2,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCC-09,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCC-10,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCC-11,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MCC12,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for UMS training for Faculty members,,MCC-13,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MCC-14,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM","Web Based Application Development  Only Friday
from from 2:30 to 5:15 pm ",CS Elective,MCC-15,95937,Mr. Sami Ul Ahbab,Friday/Saturday
"4:00 PM
 to 
5:15 PM","Computer Architecture and Assembly Language (Lab) Only Friday 
from 2:30 to 3:45 & 4:00 to 5:15 pm
Application for Mobile Devices Only Saturday 
from 2:30 to 5:15 pm
","BSCS-4
",MCL-1,"95912
95974","Ms. Mehwish Zafar
Mr. Rao M. Noman",Friday/Saturday
"4:00 PM
 to 
5:15 PM",Resserved for Graduate,,MCL-2,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Essential Software (Only Saturday 2:30 to 3:45 & 4:00 to 5:15),BSAF,MCL-3,95868,Dr. M Yousuf Tufail,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCS-3,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCS-4,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for MBA Executive,,MCS-5,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC 16,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Reserved for Graduate ,MS IBF,MTC-17,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",Leading change the process (Only Friday 2:30 to 3:45 & 4:00 to 5:15),Leading the change process (Only Friday 2:30 to 3:45 & 4:00 to 5:15),MTC-18,75353,Dr. Nasir Afghan,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-19,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-20,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-20A,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-21,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-22,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM","Parallel and Distributed Computing  Only Friday 
from 2:30 to 3:45 pm & 4:00 to 5:15 pm (Tentative)",BSCS-6,MTC-23,96004,Dr. M. Saeed,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-24,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC 25,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-26,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-27,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-28,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTC-29,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTS 6,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTS 7,,,Friday/Saturday
"4:00 PM
 to 
5:15 PM",,,MTS 8,96041,,Friday/Saturday
"4:00 PM
 to 
5:15 PM","Parallel and Distributed Computing (Lab)  Only Saturday 
from 2:30 to 3:45 pm & 4:00 to 5:15 pm 
",BSCS-6 / CS Elective,MTL-4,95976,"Dr. M. Saeed
",Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,AUDITORIUM,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,EVENT HALL,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Analysis of Pakistani Industries,BBA-4,MAC-1,75352,Mr. Muhammad Umer Saeed,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for MBA Evening,,MAC-2,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for MBA Evening,,MAC-3,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAC-4,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAC-5,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAC 6,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAC-7,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Fundamentals of E-Commerce,MKT-E,MAC-8,75351,Ms. Rakshanda Mustafa,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for Graduate Programs ,,MAS-1,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for Graduate Programs ,,MAS-2,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAV-1,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MAV-2,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-09,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-10,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-11,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC12,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-13,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-14,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCC-15,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCL-1,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for Graduate,,MCL-2,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCL-3,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCS-3,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for MBA Executive,,MCS-4,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MCS-5,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC 16,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-17,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-18,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-19,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-20,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-20A,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-21,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-22,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM","Parallel and Distributed Computing Only Friday 
from 5:30 to 6:45 pm & 7:00 to 8:15 pm (Tentative)",BSCS-6,MTC-23,96005,Dr. M. Saeed,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-24,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC 25,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-26,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-27,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-28,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTC-29,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTS 6,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,MTS 7,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",Reserved for Graduate,,MTS 8,96041,,Friday/Saturday
"5:30 PM
 to
 6:45 PM",,,,,,Friday/Saturday
"5:30 PM
 to
 6:45 PM","Parallel and Distributed Computing (Lab) Only Saturday 
from 5:30 to 6:45 pm & 7:00 to 8:15 pm
 
",BSCS-6 ,MTL-4,96005,"Dr. M. Saeed
",Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,AUDITORIUM,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,EVENT HALL,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAC-1,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",Reserved for MBA Grad,,MAC-2,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",Reserved for MBA Evening,,MAC-3,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAC-4,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAC-5,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAC 6,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAC-7,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM","International Business   (BBA % BSAF)                                    Sat Only 
7:00 pm to 8:15 & 8:30pm to 9:45 pm",MGT-E,MAC-8,75349,Mr. Umair Chowksy,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAS-1,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAS-2,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAV-1,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MAV-2,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-09,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-10,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-11,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC12,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-13,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-14,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCC-15,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCL-1,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCL-2,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCL-3,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCS-3,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",Reserved for MBA Executive,,MCS-4,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MCS-5,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC 16,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-17,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-18,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-19,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-20,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-20A,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-21,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-22,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM","Parallel and Distributed Computing Only Friday 
from 5:30 to 6:45 pm & 7:00 to 8:15 pm (Tentative)",BSCS-6,MTC-23,96005,Dr. M. Saeed,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-24,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC 25,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-26,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-27,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-28,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTC-29,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTS 6,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTS 7,,,Friday/Saturday
"7:00 PM
 to
 8:15 PM",,,MTS 8,,Reserved for Graduate ,Friday/Saturday
"7:00 PM
 to
 8:15 PM","Parallel and Distributed Computing (Lab) Only Saturday 
from 5:30 to 6:45 pm & 7:00 to 8:15 pm (Tentative)",BSCS-6,MTL-4,95977,Dr. M. Saeed,Friday/Saturday
,,,,,,Friday/Saturday
